1830789.600 5668548.500 -189.400
1830862.600 5668607.400 -207.200
1830957.900 5668631.400 -183.300
1831057.700 5668648.200 -66.900
1831159.100 5668650.600 -45.200
1831236.800 5668651.000 -38.200
1831294.900 5668585.700 -27.600
1831353.600 5668526.500 -13.000
1831359.000 5668440.600 -44.700
1831383.700 5668349.700 -29.100
1831412.100 5668268.000 -48.700
1831449.500 5668186.000 -59.400
1831434.800 5668090.400 -62.200
1831411.400 5667995.300 -38.300
1831390.700 5667902.400 -30.900
1831383.100 5667823.700 19.900
1831384.100 5667732.700 -14.200
1831424.500 5667656.400 2.600
1831489.800 5667580.700 -14.200
1831543.000 5667496.300 1.200
1831591.200 5667435.000 -33.100
1831652.500 5667359.200 -96.800
1831722.400 5667286.300 -179.000
1831783.600 5667211.600 -202.300
1831830.900 5667120.400 -199.600
1831828.400 5667036.000 -180.900
1831797.600 5666942.600 -147.800
1831759.300 5666849.900 -137.500
1831714.600 5666770.900 -108.500
1831664.800 5666686.600 -50.500
1831601.900 5666616.200 -34.500
1831538.000 5666546.400 -7.300
1831537.500 5666461.000 -18.500
1831623.300 5666423.500 22.400
1831692.400 5666354.300 -19.400
1831724.300 5666268.600 0.000
1831711.000 5666169.100 -15.800
1831747.200 5666048.200 32.200
1831769.600 5665952.600 -9.400
1831856.600 5665906.400 -47.900
1831869.100 5665814.200 -34.900
1831778.400 5665819.400 -29.100
1831692.300 5665814.700 -47.300
1831597.400 5665816.500 -2.900
1831504.600 5665827.800 -62.100
1831411.000 5665803.000 -172.400
1831316.400 5665804.400 -50.200
1831225.800 5665804.800 -38.100
1831129.600 5665800.800 -28.400
1831039.700 5665811.700 -12.900
1830959.300 5665837.900 361.200
1830877.900 5665862.200 177.500
1830791.100 5665872.700 306.400
1830696.800 5665900.100 -2.000
1830602.400 5665930.500 16.300
1830513.800 5665959.400 1.900
1830433.800 5665986.600 -18.400
1829763.000 5665578.000 204.500
1829686.000 5665641.000 37.900
1829625.000 5665718.000 23.500
1829563.000 5665795.000 1.300
1829498.000 5665864.000 109.600
1829429.000 5665934.000 -176.400
1829355.000 5666006.000 -238.900
1829283.000 5666065.000 302.300
1829215.000 5666120.000 260.200
1829129.000 5666195.000 182.200
1829062.000 5666248.000 283.500
1829017.000 5666338.000 418.200
1828975.000 5666428.000 258.200
1828931.000 5666518.000 154.500
1828892.000 5666601.000 28.100
1828849.000 5666693.000 -22.800
1828812.000 5666783.000 -32.300
1828773.000 5666875.000 -5.900
1828733.000 5666969.000 129.200
1828682.000 5667041.000 256.300
1828629.000 5667129.000 136.400
1828607.000 5667214.000 241.200
1828593.000 5667288.000 119.700
1828591.000 5667369.000 155.500
1828581.000 5667486.000 145.800
1828597.000 5667575.000 54.900
1828632.000 5667662.000 -22.100
1828660.000 5667752.000 -24.300
1828647.000 5667839.000 -14.100
1828618.000 5667925.000 -0.600
1828613.000 5668020.000 48.800
1828613.000 5668110.000 -21.700
1828682.000 5668192.000 -53.700
1828708.000 5668264.000 27.000
1828736.000 5668350.000 4.900
1828776.000 5668457.000 181.800
1828834.000 5668514.000 75.800
1828857.000 5668606.000 89.400
1828881.000 5668698.000 180.300
1828917.000 5668775.000 179.100
1828979.000 5668838.000 18.100
1829023.000 5668936.000 -13.800
1828936.000 5668569.000 -23.400
1828948.000 5668480.000 -129.200
1828925.000 5668336.000 -162.600
1829011.000 5668308.000 -95.100
1829050.000 5668223.000 -147.200
1829063.000 5668143.000 -108.600
1829059.000 5668057.000 -125.700
1829098.000 5667972.000 -130.800
1829181.000 5667977.000 -143.100
1829217.000 5667879.000 -140.300
1829277.000 5667812.000 -141.900
1829318.000 5667744.000 -57.200
1829358.000 5667667.000 -65.800
1829314.000 5667588.000 -101.900
1829319.000 5667513.000 -104.100
1829353.000 5667437.000 -272.800
1829430.000 5667390.000 -342.200
1829484.000 5667323.000 -376.300
1829484.000 5667219.000 -375.800
1829465.000 5667130.000 -244.200
1829500.000 5667054.000 -305.500
1829496.000 5666960.000 -456.000
1829523.000 5666860.000 -645.900
1829555.000 5666749.000 -566.600
1829547.000 5666653.000 -386.500
1829550.000 5666559.000 -385.100
1829566.000 5666477.000 -6.300
1829543.000 5666394.000 -270.900
1829508.000 5666300.000 -313.000
1829467.000 5666220.000 -123.600
1829418.000 5666141.000 158.600
1829364.000 5666087.000 256.000
1829227.000 5666004.000 85.100
1829154.000 5665939.000 -140.800
1829094.000 5665877.000 -192.900
1829022.000 5665805.000 97.300
1828954.000 5665739.000 -93.100
1829420.580 5665132.991 -44.200
1829339.910 5665194.126 33.100
1829264.039 5665262.439 82.600
1829192.521 5665328.855 115.200
1829134.005 5665399.220 164.100
1829074.461 5665460.731 49.600
1829009.472 5665537.505 185.600
1828950.111 5665614.560 57.500
1828884.160 5665691.025 -159.700
1828837.308 5665769.828 131.700
1828753.486 5665812.043 28.500
1828654.477 5665835.146 40.500
1828577.359 5665846.388 -186.000
1828489.318 5665886.508 -152.100
1828398.690 5665894.371 -902.300
1828310.449 5665912.938 -1005.000
1828212.376 5665929.675 -1024.100
1828116.204 5665955.137 -962.300
1828019.079 5665986.511 -791.600
1827925.731 5666002.111 -676.300
1827836.988 5665991.244 24.500
1827743.615 5665982.288 482.300
1827650.518 5665982.551 778.100
1827556.831 5665965.492 291.200
1827470.451 5665931.785 29.600
1827388.076 5665890.074 7.700
1827314.157 5665823.563 29.000
1827239.158 5665767.521 -385.400
1827158.472 5665712.425 -495.200
1827086.852 5665668.286 -349.400
1827027.415 5665593.801 -1065.600
1826962.655 5665526.799 -840.800
1826901.409 5665446.360 -957.500
1826809.062 5665403.600 -1001.900
1826718.271 5665381.783 -1213.900
1826630.022 5665351.781 -1219.600
1826534.278 5665344.221 -1124.700
1826437.554 5665329.351 -1142.900
1826358.313 5665335.745 -1292.900
1826259.939 5665341.806 -1271.100
1826159.739 5665353.477 -1282.700
1826056.928 5665349.774 -1214.600
1825979.097 5665294.138 -1225.900
1825892.205 5665278.093 -1111.100
1825793.909 5665280.812 -1029.500
1825696.823 5665271.381 -931.200
1825596.199 5665268.280 -840.800
1825500.458 5665272.589 -1031.000
1825426.295 5665242.178 -1049.200
1825335.851 5665201.889 -1019.700
1825246.172 5665173.031 -997.900
1825142.826 5665159.667 -892.300
1825046.977 5665154.094 -708.000
1825118.977 5665076.149 -665.700
1825193.795 5665003.234 -742.400
1825269.258 5664946.744 -740.300
1825354.360 5664897.649 -716.400
1825419.987 5664851.207 -688.700
1825498.319 5664789.194 -747.700
1825578.248 5664728.792 -725.000
1825656.102 5664665.348 -616.300
1825727.685 5664603.517 -613.100
1825804.542 5664574.534 -575.800
1825883.129 5664530.611 -563.100
1825964.282 5664491.725 -273.300
1826062.107 5664470.011 -197.500
1826159.944 5664472.860 -283.700
1826241.412 5664498.947 -282.200
1826335.734 5664520.667 -233.000
1826436.224 5664522.430 -154.200
1826534.868 5664520.027 -86.500
1826632.485 5664518.202 -203.600
1826720.418 5664531.322 -229.100
1826807.463 5664486.921 -178.500
1826887.576 5664430.279 -107.200
1826961.285 5664367.602 261.800
1827059.049 5664349.891 464.900
1827125.772 5664305.740 569.100
1827182.269 5664228.233 875.600
1827235.815 5664156.574 1118.400
1827282.308 5664086.246 916.300
1827291.462 5663993.331 596.100
1827397.977 5663940.248 -15.200
1827484.124 5663918.976 159.000
1827570.995 5663886.899 990.900
1827660.981 5663920.173 795.700
1827751.755 5663954.084 800.500
1827850.076 5663967.447 919.300
1827944.234 5663962.820 846.000
1828029.658 5663988.000 623.900
1828121.415 5664004.763 51.700
1828213.846 5664023.964 -105.400
1828314.023 5664050.705 -169.300
1828409.681 5664067.919 -151.700
1828501.576 5664068.677 -107.900
1828591.171 5664091.290 -38.900
1829250.000 5663500.000 44.600
1829500.000 5663500.000 -3.200
1829750.000 5663500.000 -27.200
1830000.000 5663500.000 71.600
1830250.000 5663500.000 259.700
1830500.000 5663500.000 536.200
1830750.000 5663500.000 1020.000
1828250.000 5663750.000 230.100
1828500.000 5663750.000 40.400
1828750.000 5663750.000 23.800
1829000.000 5663750.000 100.400
1829500.000 5663750.000 54.800
1829750.000 5663750.000 51.900
1830000.000 5663750.000 111.000
1830250.000 5663750.000 255.000
1830500.000 5663750.000 485.500
1830750.000 5663750.000 773.900
1827500.000 5664000.000 370.700
1828750.000 5664000.000 -24.300
1829250.000 5664000.000 107.300
1829500.000 5664000.000 100.300
1829750.000 5664000.000 105.000
1830000.000 5664000.000 129.700
1830250.000 5664000.000 197.900
1830500.000 5664000.000 291.100
1831000.000 5664000.000 518.800
1826750.000 5664250.000 170.100
1827000.000 5664250.000 518.900
1827500.000 5664250.000 616.100
1827750.000 5664250.000 528.200
1828000.000 5664250.000 269.000
1828250.000 5664250.000 -84.200
1828500.000 5664250.000 -137.500
1829000.000 5664250.000 8.000
1829250.000 5664250.000 77.000
1829500.000 5664250.000 90.000
1829750.000 5664250.000 119.300
1830000.000 5664250.000 136.500
1830250.000 5664250.000 174.900
1830750.000 5664250.000 158.200
1831000.000 5664250.000 230.800
1831250.000 5664250.000 385.700
1827000.000 5664500.000 51.700
1827250.000 5664500.000 349.900
1827500.000 5664500.000 403.700
1827750.000 5664500.000 251.800
1828000.000 5664500.000 118.100
1828250.000 5664500.000 -72.400
1828500.000 5664500.000 -79.000
1829000.000 5664500.000 -42.800
1829250.000 5664500.000 -20.100
1829500.000 5664500.000 55.500
1829750.000 5664500.000 123.200
1830500.000 5664500.000 230.400
1830750.000 5664500.000 126.800
1831000.000 5664500.000 169.800
1831250.000 5664500.000 293.900
1825750.000 5664750.000 -684.100
1826000.000 5664750.000 -619.600
1826250.000 5664750.000 -562.200
1826500.000 5664750.000 -488.500
1826750.000 5664750.000 -442.200
1827000.000 5664750.000 -245.600
1827250.000 5664750.000 -14.300
1827500.000 5664750.000 -0.100
1827750.000 5664750.000 49.900
1828000.000 5664750.000 -39.400
1828250.000 5664750.000 -94.600
1828500.000 5664750.000 -56.900
1828750.000 5664750.000 -85.600
1829250.000 5664750.000 -82.600
1829500.000 5664750.000 -27.400
1829750.000 5664750.000 23.400
1830000.000 5664750.000 93.100
1830250.000 5664750.000 151.700
1830500.000 5664750.000 139.000
1830750.000 5664750.000 96.500
1831000.000 5664750.000 124.700
1831250.000 5664750.000 212.600
1825500.000 5665000.000 -801.700
1825750.000 5665000.000 -823.800
1826000.000 5665000.000 -876.300
1826250.000 5665000.000 -897.000
1826500.000 5665000.000 -843.200
1826750.000 5665000.000 -736.200
1827000.000 5665000.000 -517.400
1827250.000 5665000.000 -298.800
1827500.000 5665000.000 -258.700
1827750.000 5665000.000 -142.000
1828000.000 5665000.000 -86.800
1828250.000 5665000.000 -107.600
1828500.000 5665000.000 -40.900
1828750.000 5665000.000 -101.200
1829000.000 5665000.000 -40.800
1829500.000 5665000.000 -66.500
1830000.000 5665000.000 26.200
1830250.000 5665000.000 89.800
1830500.000 5665000.000 102.500
1830750.000 5665000.000 54.800
1831000.000 5665000.000 99.700
1831250.000 5665000.000 116.800
1831500.000 5665000.000 133.900
1825250.000 5665250.000 -1009.000
1826250.000 5665250.000 -1216.700
1826500.000 5665250.000 -1116.500
1826750.000 5665250.000 -1032.700
1827000.000 5665250.000 -752.200
1827250.000 5665250.000 -482.200
1827500.000 5665250.000 -386.300
1827750.000 5665250.000 -172.500
1828000.000 5665250.000 -141.900
1828250.000 5665250.000 -258.100
1828500.000 5665250.000 -103.700
1828750.000 5665250.000 -51.200
1829000.000 5665250.000 59.200
1829500.000 5665250.000 36.700
1830000.000 5665250.000 -14.200
1830250.000 5665250.000 58.300
1830500.000 5665250.000 79.200
1830750.000 5665250.000 69.700
1831000.000 5665250.000 70.700
1831250.000 5665250.000 53.800
1831500.000 5665250.000 44.000
1825500.000 5665500.000 -951.700
1825750.000 5665500.000 -1037.800
1826000.000 5665500.000 -1130.800
1826250.000 5665500.000 -1206.500
1826500.000 5665500.000 -1219.300
1826750.000 5665500.000 -1090.200
1827250.000 5665500.000 -494.200
1827500.000 5665500.000 -276.100
1827750.000 5665500.000 -198.200
1828000.000 5665500.000 -339.400
1828250.000 5665500.000 -494.000
1828500.000 5665500.000 -244.300
1828750.000 5665500.000 -18.300
1829250.000 5665500.000 75.600
1829500.000 5665500.000 70.600
1830000.000 5665500.000 -39.800
1830250.000 5665500.000 -15.000
1830500.000 5665500.000 61.400
1830750.000 5665500.000 96.900
1831000.000 5665500.000 70.600
1831250.000 5665500.000 0.500
1831500.000 5665500.000 -26.700
1831750.000 5665500.000 30.100
1825750.000 5665750.000 -916.200
1826000.000 5665750.000 -998.300
1826250.000 5665750.000 -1000.900
1826500.000 5665750.000 -926.100
1826750.000 5665750.000 -904.600
1827000.000 5665750.000 -640.600
1827500.000 5665750.000 -52.900
1827750.000 5665750.000 -68.600
1828000.000 5665750.000 -609.500
1828250.000 5665750.000 -841.600
1828500.000 5665750.000 -317.400
1829250.000 5665750.000 -92.400
1829500.000 5665750.000 22.300
1829750.000 5665750.000 18.300
1830250.000 5665750.000 7.800
1830500.000 5665750.000 62.600
1830750.000 5665750.000 135.000
1831500.000 5665750.000 -98.500
1826000.000 5666000.000 -1014.100
1826250.000 5666000.000 -994.100
1826500.000 5666000.000 -812.100
1826750.000 5666000.000 -603.500
1827000.000 5666000.000 -360.400
1827250.000 5666000.000 -36.300
1828250.000 5666000.000 -946.800
1828500.000 5666000.000 -360.700
1828750.000 5666000.000 -23.400
1829000.000 5666000.000 -37.700
1829500.000 5666000.000 -79.600
1829750.000 5666000.000 -51.800
1830000.000 5666000.000 0.000
1830750.000 5666000.000 39.200
1831000.000 5666000.000 136.700
1831250.000 5666000.000 -6.600
1831500.000 5666000.000 -54.900
1826250.000 5666250.000 -840.400
1826500.000 5666250.000 -677.400
1826750.000 5666250.000 -489.700
1827000.000 5666250.000 -233.100
1827250.000 5666250.000 85.500
1827500.000 5666250.000 342.600
1827750.000 5666250.000 198.900
1828000.000 5666250.000 -332.700
1828250.000 5666250.000 -523.400
1828500.000 5666250.000 -297.200
1828750.000 5666250.000 27.300
1829250.000 5666250.000 181.000
1829750.000 5666250.000 -126.300
1830000.000 5666250.000 0.000
1830250.000 5666250.000 -55.000
1830500.000 5666250.000 -48.400
1830750.000 5666250.000 -27.500
1831250.000 5666250.000 21.900
1831500.000 5666250.000 -18.400
1826500.000 5666500.000 -495.900
1826750.000 5666500.000 -341.600
1827000.000 5666500.000 -130.300
1827250.000 5666500.000 113.000
1827500.000 5666500.000 260.700
1827750.000 5666500.000 103.600
1828000.000 5666500.000 -134.000
1828250.000 5666500.000 -233.900
1828500.000 5666500.000 -194.500
1828750.000 5666500.000 46.100
1829250.000 5666500.000 -71.800
1829750.000 5666500.000 -150.900
1830000.000 5666500.000 -144.800
1830250.000 5666500.000 -107.300
1830500.000 5666500.000 -57.800
1830750.000 5666500.000 -64.600
1831000.000 5666500.000 14.300
1831250.000 5666500.000 21.000
1831750.000 5666500.000 -31.700
1826750.000 5666750.000 -298.100
1827000.000 5666750.000 -142.100
1827250.000 5666750.000 104.300
1827500.000 5666750.000 259.100
1827750.000 5666750.000 173.400
1828000.000 5666750.000 30.000
1828250.000 5666750.000 -68.600
1828500.000 5666750.000 -58.600
1829000.000 5666750.000 -81.700
1829250.000 5666750.000 -303.700
1829750.000 5666750.000 -334.000
1830000.000 5666750.000 -228.500
1830250.000 5666750.000 -158.000
1830500.000 5666750.000 -145.500
1830750.000 5666750.000 -74.800
1831000.000 5666750.000 -25.200
1831500.000 5666750.000 -59.400
1827000.000 5667000.000 -159.000
1827250.000 5667000.000 55.700
1827500.000 5667000.000 193.500
1827750.000 5667000.000 159.900
1828000.000 5667000.000 89.600
1828250.000 5667000.000 42.000
1828500.000 5667000.000 79.100
1829000.000 5667000.000 -75.200
1829250.000 5667000.000 -274.400
1829750.000 5667000.000 -348.800
1830000.000 5667000.000 -249.300
1830250.000 5667000.000 -179.400
1830500.000 5667000.000 -141.800
1830750.000 5667000.000 -88.900
1831000.000 5667000.000 -42.300
1831250.000 5667000.000 -71.600
1831500.000 5667000.000 -124.600
1827250.000 5667250.000 40.800
1827500.000 5667250.000 125.600
1827750.000 5667250.000 129.100
1828000.000 5667250.000 123.900
1828250.000 5667250.000 134.400
1828500.000 5667250.000 126.900
1828750.000 5667250.000 146.800
1829000.000 5667250.000 -38.300
1829250.000 5667250.000 -209.600
1829750.000 5667250.000 -328.900
1830000.000 5667250.000 -272.100
1830250.000 5667250.000 -207.100
1830500.000 5667250.000 -142.200
1830750.000 5667250.000 -124.600
1831000.000 5667250.000 -86.000
1831250.000 5667250.000 -76.500
1831500.000 5667250.000 -92.100
1827500.000 5667500.000 -1.300
1827750.000 5667500.000 130.300
1828000.000 5667500.000 134.200
1828250.000 5667500.000 149.300
1828500.000 5667500.000 131.700
1828750.000 5667500.000 82.400
1829000.000 5667500.000 -24.600
1829500.000 5667500.000 -268.900
1829750.000 5667500.000 -279.000
1830000.000 5667500.000 -252.300
1830250.000 5667500.000 -222.900
1830500.000 5667500.000 -202.400
1830750.000 5667500.000 -147.100
1831000.000 5667500.000 -115.200
1828000.000 5667750.000 104.700
1828250.000 5667750.000 109.200
1828500.000 5667750.000 33.700
1828750.000 5667750.000 -23.300
1829000.000 5667750.000 -69.000
1829500.000 5667750.000 -117.800
1829750.000 5667750.000 -202.100
1830000.000 5667750.000 -215.800
1830250.000 5667750.000 -200.400
1830500.000 5667750.000 -169.200
1830750.000 5667750.000 -123.200
1831000.000 5667750.000 -84.200
1831500.000 5667750.000 3.000
1828250.000 5668000.000 157.800
1828500.000 5668000.000 55.700
1828750.000 5668000.000 -50.000
1829000.000 5668000.000 -117.100
1829500.000 5668000.000 -119.700
1829750.000 5668000.000 -119.800
1830000.000 5668000.000 -189.200
1830250.000 5668000.000 -198.400
1830500.000 5668000.000 -175.800
1831000.000 5668000.000 -79.800
1831250.000 5668000.000 -58.500
1831500.000 5668000.000 -38.300
1828500.000 5668250.000 66.700
1829250.000 5668250.000 -142.000
1829500.000 5668250.000 -145.200
1829750.000 5668250.000 -159.100
1830000.000 5668250.000 -179.600
1830250.000 5668250.000 -224.700
1830500.000 5668250.000 -238.600
1830750.000 5668250.000 -203.100
1831000.000 5668250.000 -122.100
1831250.000 5668250.000 -65.300
1829250.000 5668500.000 -146.500
1829500.000 5668500.000 -176.200
1829750.000 5668500.000 -211.100
1830000.000 5668500.000 -226.000
1830250.000 5668500.000 -247.600
1830500.000 5668500.000 -273.100
1831000.000 5668500.000 -135.200
1831250.000 5668500.000 -43.300
1829000.000 5668750.000 15.900
1829250.000 5668750.000 -125.400
1829500.000 5668750.000 -167.900
1829750.000 5668750.000 -191.500
1830000.000 5668750.000 -201.400
1830250.000 5668750.000 -197.800
